Day,Year,Lhat,SE,Lower,Upper
0,0,24.775270179211,0.428764701297978,23.9349068068249,25.6156335515971
1,0.00273972602739726,24.8698018647819,0.425253128236623,24.0363210491251,25.7032826804386
2,0.00547945205479452,24.9642899678824,0.421749585248693,24.1376759703003,25.7909039654646
3,0.00821917808219178,25.0587342193809,0.418254142049044,24.2389711645801,25.8784972741817
4,0.010958904109589,25.1531343487548,0.41476686950624,24.3402062225421,25.9660624749674
5,0.0136986301369863,25.2474900840869,0.411287839677564,24.4413807310396,26.0535994371342
6,0.0164383561643836,25.3418011520623,0.407817125845409,24.5424942731267,26.141108030998
7,0.0191780821917808,25.4360672779646,0.404354802555101,24.6435464279808,26.2285881279484
8,0.0219178082191781,25.5302881856725,0.400900945654225,24.7445367708221,26.3160396005228
9,0.0246575342465753,25.6244635976563,0.397455632333515,24.84546487283,26.4034623224826
10,0.0273972602739726,25.718593234975,0.394018941169392,24.9463303010564,26.4908561688936
11,0.0301369863013699,25.8126768172725,0.390590952168198,25.0471326183356,26.5782210162094
12,0.0328767123287671,25.9067140627748,0.38717174681223,25.1478713831913,26.6655567423582
13,0.0356164383561644,26.0007046882863,0.383761408107633,25.248546149739,26.7528632268337
14,0.0383561643835616,26.0946484091873,0.380360020634255,25.3491564675852,26.8401403507893
15,0.0410958904109589,26.1885449394303,0.376967670597531,25.4497018817232,26.9273879971374
16,0.0438356164383562,26.2823939915374,0.373584445882513,25.5501819324233,27.0146060506515
17,0.0465753424657534,26.3761952765972,0.370210436110118,25.6505961551205,27.1017943980739
18,0.0493150684931507,26.4699485042616,0.36684573269572,25.7509440802958,27.1889529282274
19,0.0520547945205479,26.5636533827434,0.36349042891017,25.8512252333545,27.2760815321324
20,0.0547945205479452,26.6573096188133,0.360144619943377,25.9514391344984,27.3631801031282
21,0.0575342465753425,26.750916917797,0.356808402970545,26.0515852985935,27.4502485370005
22,0.0602739726027397,26.8444749835726,0.353481877221206,26.1516632350314,27.5372867321138
23,0.063013698630137,26.9379835185681,0.350165144051178,26.2516724475865,27.6242945895497
24,0.0657534246575342,27.0314422237586,0.346858307017559,26.3516124342657,27.7112720132516
25,0.0684931506849315,27.124850798664,0.343561471956929,26.4514826871529,27.7982189101752
26,0.0712328767123288,27.2182089413465,0.340274747066889,26.551282692247,27.8851351904461
27,0.073972602739726,27.3115163484082,0.336998242991091,26.6510119292924,27.972020767524
28,0.0767123287671233,27.4047727149885,0.333732072907935,26.7506698716031,28.058875558374
29,0.0794520547945206,27.4979777347626,0.330476352623076,26.8502559858792,28.145699483646
30,0.0821917808219178,27.5911310999384,0.327231200665952,26.9497697320153,28.2324924678614
31,0.0849315068493151,27.6842325012551,0.323996738390488,27.0492105629013,28.3192544396089
32,0.0876712328767123,27.7772816279809,0.320773090080185,27.1485779242141,28.4059853317477
33,0.0904109589041096,27.8702781679108,0.317560383057793,27.2478712542008,28.4926850816209
34,0.0931506849315069,27.9632218073653,0.314358747799775,27.3470899834526,28.579353631278
35,0.0958904109589041,28.0561122311879,0.311168318055788,27.4462335346686,28.6659909277071
36,0.0986301369863014,28.1489491227437,0.307989230973413,27.5453013224096,28.7525969230778
37,0.101369863013699,28.2417321639179,0.304821627228354,27.6442927528414,28.8391715749943
38,0.104109589041096,28.3344610351137,0.301665651160392,27.7432072234665,28.9257148467609
39,0.106849315068493,28.4271354152513,0.298521450915313,27.8420441228447,29.012226707658
40,0.10958904109589,28.5197549817662,0.295389178593111,27.9408028303008,29.0987071332316
41,0.112328767123288,28.6123194106078,0.292268990402735,28.0394827156206,29.185156105595
42,0.115068493150685,28.7048283762382,0.289161046823665,28.1380831387319,29.2715736137445
43,0.117808219178082,28.7972815516312,0.286065512774643,28.2366034493739,29.3579596538885
44,0.120547945205479,28.8896786082707,0.282982557789835,28.3350429867496,29.4443142297918
45,0.123287671232877,28.9820192161503,0.279912356202791,28.4334010791651,29.5306373531355
46,0.126027397260274,29.0743030437718,0.276855087338499,28.5316770436516,29.6169290438919
47,0.128767123287671,29.1665297581447,0.273810935713903,28.6298701855722,29.7031893307172
48,0.131506849315068,29.2586990247854,0.270780091247229,28.7279797982103,29.7894182513604
49,0.134246575342466,29.3508105077163,0.267762749476484,28.826005162341,29.8756158530917
50,0.136986301369863,29.4428638694657,0.264759111787494,28.9239455457834,29.961782193148
51,0.13972602739726,29.5348587710666,0.26176938565188,29.0218002029337,30.0479173391995
52,0.142465753424658,29.6267948720571,0.258793784875327,29.1195683742786,30.1340213698355
