Age,Lhat
2.68,78.3590678350156
2.69,78.3972009579786
2.7,78.4349204200997
2.71,78.4722307086928
2.72,78.5091362623942
2.73,78.5456414716908
2.74,78.5817506794423
2.75,78.617468181398
2.76,78.6527982267075
2.77,78.6877450184267
2.78,78.7223127140173
2.79,78.7565054258419
2.8,78.7903272216527
2.81,78.8237821250759
2.82,78.8568741160901
2.83,78.8896071315
2.84,78.9219850654043
2.85,78.9540117696594
2.86,78.9856910543377
2.87,79.0170266881804
2.88,79.0480223990461
2.89,79.0786818743545
2.9,79.1090087615247
2.91,79.1390066684094
2.92,79.168679163724
2.93,79.1980297774711
2.94,79.2270620013605
2.95,79.2557792892246
2.96,79.2841850574294
2.97,79.3122826852806
2.98,79.3400755154262
2.99,79.3675668542532
3,79.3947599722822
3.01,79.4216581045554
3.02,79.448264451022
3.03,79.4745821769187
3.04,79.5006144131465
3.05,79.5263642566428
3.06,79.55183477075
3.07,79.57702898558
3.08,79.6019498983748
3.09,79.6266004738626
3.1,79.650983644611
3.11,79.6751023113755
3.12,79.6989593434449
3.13,79.7225575789825
3.14,79.7458998253636
3.15,79.7689888595098
3.16,79.7918274282191
3.17,79.8144182484928
3.18,79.8367640078585
3.19,79.8588673646904
3.2,79.8807309485247
3.21,79.9023573603733
3.22,79.9237491730326
3.23,79.9449089313899
3.24,79.9658391527258
3.25,79.9865423270143
3.26,80.0070209172184
3.27,80.0272773595834
3.28,80.0473140639266
3.29,80.0671334139243
3.3,80.0867377673947
3.31,80.1061294565794
3.32,80.1253107884198
3.33,80.1442840448323
3.34,80.1630514829794
3.35,80.1816153355384
3.36,80.1999778109669
3.37,80.2181410937657
3.38,80.2361073447382
3.39,80.2538787012483
3.4,80.2714572774738
3.41,80.2888451646585
3.42,80.3060444313608
3.43,80.3230571236995
3.44,80.3398852655979
3.45,80.3565308590238
3.46,80.3729958842283
3.47,80.389282299981
3.48,80.4053920438032
3.49,80.4213270321982
3.5,80.4370891608796
3.51,80.4526803049965
3.52,80.4681023193569
3.53,80.4833570386481
3.54,80.4984462776551
3.55,80.5133718314765
3.56,80.5281354757379
3.57,80.5427389668033
3.58,80.5571840419841
3.59,80.5714724197455
3.6,80.5856057999112
3.61,80.5995858638656
3.62,80.6134142747538
3.63,80.6270926776791
3.64,80.6406226998994
3.65,80.6540059510202
3.66,80.6672440231865
3.67,80.6803384912718
3.68,80.6932909130658
3.69,80.7061028294596
3.7,80.7187757646289
3.71,80.7313112262156
3.72,80.7437107055068
3.73,80.7559756776125
3.74,80.768107601641
3.75,80.7801079208726
3.76,80.7919780629308
3.77,80.8037194399528
3.78,80.8153334487572
3.79,80.8268214710101
3.8,80.8381848733897
3.81,80.8494250077483
3.82,80.8605432112741
3.83,80.8715408066495
3.84,80.8824191022087
3.85,80.8931793920933
3.86,80.9038229564063
3.87,80.9143510613645
3.88,80.9247649594489
3.89,80.9350658895539
3.9,80.9452550771346
3.91,80.9553337343526
3.92,80.9653030602201
3.93,80.9751642407429
3.94,80.9849184490609
3.95,80.9945668455882
3.96,81.0041105781509
3.97,81.0135507821238
3.98,81.0228885805652
3.99,81.0321250843508
4,81.0412613923058
4.01,81.0502985913353
4.02,81.059237756554
4.03,81.0680799514141
4.04,81.0768262278315
4.05,81.0854776263112
4.06,81.0940351760709
4.07,81.1024998951636
4.08,81.1108727905987
4.09,81.1191548584617
4.1,81.1273470840328
4.11,81.135450441904
4.12,81.1434658960952
4.13,81.1513944001687
4.14,81.1592368973429
4.15,81.166994320604
4.16,81.1746675928178
4.17,81.1822576268387
4.18,81.1897653256188
4.19,81.197191582315
4.2,81.2045372803955
4.21,81.2118032937449
4.22,81.2189904867678
4.23,81.2260997144922
4.24,81.2331318226707
4.25,81.2400876478814
4.26,81.2469680176275
4.27,81.2537737504353
4.28,81.2605056559523
4.29,81.2671645350426
4.3,81.2737511798832
4.31,81.2802663740572
4.32,81.286710892648
4.33,81.2930855023308
4.34,81.2993909614641
4.35,81.3056280201797
4.36,81.3117974204725
4.37,81.3178998962881
4.38,81.3239361736104
4.39,81.3299069705481
4.4,81.3358129974198
4.41,81.341654956839
4.42,81.347433543797
4.43,81.3531494457463
4.44,81.3588033426819
4.45,81.3643959072223
4.46,81.3699278046896
4.47,81.3753996931888
4.48,81.3808122236856
4.49,81.3861660400842
4.5,81.3914617793042
4.51,81.3967000713555
4.52,81.4018815394141
4.53,81.4070067998959
4.54,81.41207646253
4.55,81.417091130431
4.56,81.4220514001715
4.57,81.4269578618523
4.58,81.431811099173
4.59,81.4366116895013
4.6,81.4413602039416
4.61,81.4460572074033
4.62,81.4507032586677
4.63,81.4552989104545
4.64,81.4598447094875
4.65,81.46434119656
4.66,81.4687889065987
4.67,81.4731883687275
4.68,81.4775401063307
4.69,81.4818446371146
4.7,81.4861024731699
4.71,81.490314121032
4.72,81.4944800817418
4.73,81.4986008509047
4.74,81.50267691875
4.75,81.506708770189
4.76,81.5106968848729
4.77,81.5146417372497
4.78,81.5185437966206
4.79,81.5224035271959
4.8,81.5262213881505
4.81,81.5299978336778
4.82,81.5337333130447
4.83,81.5374282706441
4.84,81.5410831460485
4.85,81.5446983740619
4.86,81.5482743847716
4.87,81.5518116035995
4.88,81.5553104513524
4.89,81.5587713442725
4.9,81.5621946940865
4.91,81.565580908055
4.92,81.5689303890204
4.93,81.5722435354554
4.94,81.5755207415101
4.95,81.5787623970588
4.96,81.5819688877466
4.97,81.5851405950353
4.98,81.5882778962484
4.99,81.5913811646166
5,81.5944507693217
5.01,81.5974870755406
5.02,81.6004904444891
5.03,81.6034612334642
5.04,81.6063997958873
5.05,81.609306481346
5.06,81.6121816356354
5.07,81.6150256007997
5.08,81.6178387151726
5.09,81.6206213134174
5.1,81.6233737265675
5.11,81.6260962820649
5.12,81.6287893037997
5.13,81.6314531121486
5.14,81.6340880240127
5.15,81.6366943528558
5.16,81.6392724087408
5.17,81.6418224983675
5.18,81.6443449251085
5.19,81.6468399890455
5.2,81.649307987005
5.21,81.6517492125936
5.22,81.6541639562327
5.23,81.6565525051936
5.24,81.6589151436311
5.25,81.6612521526177
5.26,81.6635638101766
5.27,81.6658503913155
5.28,81.6681121680584
5.29,81.6703494094788
5.3,81.6725623817312
5.31,81.6747513480828
5.32,81.6769165689451
5.33,81.6790583019046
5.34,81.6811768017536
5.35,81.6832723205204
5.36,81.6853451074996
5.37,81.687395409281
5.38,81.68942346978
5.39,81.6914295302656
5.4,81.6934138293899
5.41,81.6953766032158
5.42,81.6973180852458
5.43,81.6992385064492
5.44,81.7011380952898
5.45,81.7030170777531
5.46,81.7048756773732
5.47,81.7067141152592
5.48,81.7085326101218
5.49,81.7103313782991
5.5,81.7121106337825
5.51,81.7138705882418
5.52,81.715611451051
5.53,81.7173334293126
5.54,81.7190367278826
5.55,81.7207215493947
5.56,81.7223880942845
5.57,81.7240365608133
5.58,81.7256671450917
5.59,81.727280041103
5.6,81.7288754407262
5.61,81.7304535337586
5.62,81.7320145079389
5.63,81.7335585489692
5.64,81.735085840537
5.65,81.7365965643372
5.66,81.738090900094
5.67,81.7395690255815
5.68,81.7410311166459
5.69,81.7424773472253
5.7,81.7439078893713
5.71,81.7453229132691
5.72,81.7467225872577
5.73,81.7481070778499
5.74,81.7494765497523
5.75,81.7508311658848
5.76,81.7521710874
5.77,81.7534964737022
5.78,81.7548074824667
5.79,81.7561042696583
5.8,81.7573869895499
5.81,81.7586557947408
5.82,81.7599108361752
5.83,81.7611522631595
5.84,81.7623802233807
5.85,81.7635948629238
5.86,81.7647963262889
5.87,81.7659847564086
5.88,81.7671602946652
5.89,81.768323080907
5.9,81.7694732534656
5.91,81.7706109491717
5.92,81.7717363033719
5.93,81.7728494499444
5.94,81.7739505213153
5.95,81.775039648474
5.96,81.7761169609892
5.97,81.7771825870237
5.98,81.7782366533504
5.99,81.7792792853666
6,81.7803106071097
6.01,81.7813307412713
6.02,81.7823398092122
6.03,81.7833379309765
6.04,81.7843252253064
6.05,81.7853018096559
6.06,81.7862678002046
6.07,81.7872233118721
6.08,81.7881684583315
6.09,81.7891033520223
6.1,81.7900281041648
6.11,81.7909428247725
6.12,81.7918476226655
6.13,81.7927426054837
6.14,81.793627879699
6.15,81.7945035506286
6.16,81.795369722447
6.17,81.7962264981987
6.18,81.7970739798106
6.19,81.7979122681037
6.2,81.7987414628053
6.21,81.799561662561
6.22,81.8003729649463
6.23,81.8011754664781
6.24,81.8019692626263
6.25,81.8027544478255
6.26,81.8035311154854
6.27,81.8042993580027
6.28,81.8050592667718
6.29,81.8058109321955
6.3,81.8065544436962
6.31,81.807289889726
6.32,81.8080173577775
6.33,81.8087369343944
6.34,81.8094487051815
6.35,81.810152754815
6.36,81.8108491670523
6.37,81.8115380247425
6.38,81.812219409836
6.39,81.812893403394
6.4,81.8135600855984
6.41,81.8142195357615
6.42,81.8148718323351
6.43,81.8155170529199
6.44,81.8161552742749
6.45,81.8167865723264
6.46,81.8174110221772
6.47,81.8180286981151
6.48,81.8186396736222
6.49,81.8192440213837
6.5,81.8198418132959
6.51,81.8204331204756
6.52,81.8210180132677
6.53,81.8215965612545
6.54,81.8221688332631
6.55,81.8227348973741
6.56,81.8232948209297
6.57,81.8238486705414
6.58,81.8243965120982
6.59,81.8249384107743
6.6,81.8254744310369
6.61,81.826004636654
6.62,81.8265290907018
6.63,81.8270478555721
6.64,81.8275609929801
6.65,81.8280685639713
6.66,81.8285706289294
6.67,81.8290672475825
6.68,81.8295584790113
6.69,81.8300443816552
6.7,81.83052501332
6.71,81.8310004311842
6.72,81.8314706918061
6.73,81.8319358511305
6.74,81.8323959644953
6.75,81.8328510866381
6.76,81.8333012717028
6.77,81.8337465732457
6.78,81.8341870442426
6.79,81.834622737094
6.8,81.8350537036326
6.81,81.8354799951283
6.82,81.8359016622953
6.83,81.8363187552973
6.84,81.836731323754
6.85,81.8371394167468
6.86,81.8375430828247
6.87,81.8379423700099
6.88,81.838337325804
6.89,81.838727997193
6.9,81.8391144306533
6.91,81.8394966721572
6.92,81.8398747671781
6.93,81.8402487606964
6.94,81.8406186972044
6.95,81.8409846207118
6.96,81.8413465747507
6.97,81.8417046023813
6.98,81.8420587461965
6.99,81.8424090483271
7,81.8427555504471
7.01,81.8430982937781
7.02,81.843437319095
7.03,81.8437726667298
7.04,81.8441043765775
7.05,81.8444324881001
7.06,81.8447570403315
7.07,81.8450780718822
7.08,81.8453956209439
7.09,81.845709725294
7.1,81.8460204223
7.11,81.8463277489242
7.12,81.8466317417278
7.13,81.8469324368754
7.14,81.8472298701395
7.15,81.8475240769043
7.16,81.8478150921702
7.17,81.8481029505581
7.18,81.848387686313
7.19,81.8486693333089
7.2,81.8489479250519
7.21,81.8492234946848
7.22,81.8494960749909
7.23,81.8497656983978
7.24,81.8500323969815
7.25,81.8502962024698
7.26,81.8505571462466
7.27,81.850815259355
7.28,81.8510705725017
7.29,81.85132311606
7.3,81.8515729200741
7.31,81.8518200142619
7.32,81.852064428019
7.33,81.8523061904224
7.34,81.8525453302333
7.35,81.8527818759012
7.36,81.8530158555668
7.37,81.8532472970657
7.38,81.8534762279313
7.39,81.8537026753986
7.4,81.853926666407
7.41,81.8541482276036
7.42,81.8543673853467
7.43,81.8545841657084
7.44,81.8547985944781
7.45,81.8550106971654
7.46,81.8552204990032
7.47,81.8554280249507
7.48,81.8556332996964
7.49,81.8558363476607
7.5,81.8560371929995
7.51,81.8562358596064
7.52,81.8564323711158
7.53,81.8566267509059
7.54,81.8568190221011
7.55,81.857009207575
7.56,81.8571973299533
7.57,81.8573834116158
7.58,81.8575674747
7.59,81.857749541103
7.6,81.8579296324843
7.61,81.8581077702688
7.62,81.8582839756485
7.63,81.8584582695859
7.64,81.8586306728159
7.65,81.8588012058486
7.66,81.8589698889715
7.67,81.859136742252
7.68,81.85930178554
7.69,81.8594650384699
7.7,81.8596265204632
7.71,81.8597862507306
7.72,81.8599442482745
7.73,81.8601005318912
7.74,81.8602551201731
7.75,81.8604080315108
7.76,81.8605592840955
7.77,81.860708895921
7.78,81.860856884786
7.79,81.861003268296
7.8,81.8611480638656
7.81,81.8612912887205
7.82,81.8614329598995
7.83,81.8615730942566
7.84,81.8617117084629
7.85,81.8618488190087
7.86,81.8619844422056
7.87,81.8621185941878
7.88,81.8622512909149
7.89,81.8623825481733
7.9,81.862512381578
7.91,81.8626408065747
7.92,81.8627678384415
7.93,81.8628934922908
7.94,81.8630177830712
7.95,81.8631407255689
7.96,81.8632623344099
7.97,81.8633826240613
7.98,81.8635016088336
7.99,81.8636193028817
8,81.8637357202073
8.01,81.86385087466
8.02,81.8639647799391
8.03,81.8640774495954
8.04,81.8641888970329
8.05,81.8642991355098
8.06,81.8644081781407
8.07,81.864516037898
8.08,81.8646227276132
8.09,81.8647282599788
8.1,81.8648326475494
8.11,81.8649359027435
8.12,81.865038037845
8.13,81.8651390650044
8.14,81.8652389962404
8.15,81.8653378434415
8.16,81.865435618367
8.17,81.8655323326487
8.18,81.8656279977924
8.19,81.8657226251789
8.2,81.8658162260655
8.21,81.8659088115876
8.22,81.8660003927595
8.23,81.8660909804765
8.24,81.8661805855151
8.25,81.8662692185354
8.26,81.8663568900815
8.27,81.8664436105835
8.28,81.8665293903581
8.29,81.8666142396099
8.3,81.8666981684333
8.31,81.8667811868129
8.32,81.8668633046249
8.33,81.8669445316385
8.34,81.867024877517
8.35,81.8671043518187
8.36,81.8671829639984
8.37,81.8672607234082
8.38,81.8673376392987
8.39,81.8674137208203
8.4,81.867488977024
8.41,81.8675634168629
8.42,81.8676370491925
8.43,81.8677098827727
8.44,81.8677819262682
8.45,81.8678531882495
8.46,81.8679236771944
8.47,81.8679934014888
8.48,81.8680623694272
8.49,81.8681305892147
8.5,81.8681980689669
8.51,81.8682648167117
8.52,81.8683308403896
8.53,81.8683961478553
8.54,81.868460746878
8.55,81.8685246451429
8.56,81.8685878502516
8.57,81.8686503697233
8.58,81.8687122109957
8.59,81.8687733814259
8.6,81.8688338882908
8.61,81.8688937387888
8.62,81.8689529400401
8.63,81.8690114990874
8.64,81.8690694228974
8.65,81.869126718361
8.66,81.8691833922943
8.67,81.8692394514396
8.68,81.869294902466
8.69,81.8693497519702
8.7,81.8694040064774
8.71,81.8694576724422
8.72,81.8695107562487
8.73,81.8695632642123
8.74,81.8696152025795
8.75,81.8696665775292
8.76,81.8697173951733
8.77,81.8697676615572
8.78,81.869817382661
8.79,81.8698665643998
8.8,81.8699152126244
8.81,81.8699633331224
8.82,81.8700109316184
8.83,81.870058013775
8.84,81.8701045851933
8.85,81.8701506514138
8.86,81.8701962179167
8.87,81.8702412901229
8.88,81.8702858733944
8.89,81.8703299730351
8.9,81.8703735942913
8.91,81.8704167423524
8.92,81.8704594223515
8.93,81.8705016393662
8.94,81.8705433984188
8.95,81.8705847044772
8.96,81.8706255624553
8.97,81.8706659772138
8.98,81.8707059535608
8.99,81.870745496252
9,81.8707846099916
9.01,81.8708232994328
9.02,81.8708615691783
9.03,81.870899423781
9.04,81.8709368677441
9.05,81.8709739055223
9.06,81.8710105415217
9.07,81.8710467801008
9.08,81.8710826255707
9.09,81.8711180821958
9.1,81.8711531541942
9.11,81.8711878457382
9.12,81.871222160955
9.13,81.8712561039269
9.14,81.8712896786919
9.15,81.8713228892442
9.16,81.8713557395348
9.17,81.8713882334717
9.18,81.8714203749206
9.19,81.8714521677052
9.2,81.8714836156077
9.21,81.8715147223694
9.22,81.8715454916908
9.23,81.8715759272326
9.24,81.8716060326153
9.25,81.8716358114207
9.26,81.8716652671912
9.27,81.8716944034312
9.28,81.8717232236068
9.29,81.8717517311466
9.3,81.871779929442
9.31,81.8718078218478
9.32,81.871835411682
9.33,81.871862702227
9.34,81.8718896967294
9.35,81.8719163984005
9.36,81.871942810417
9.37,81.871968935921
9.38,81.8719947780206
9.39,81.8720203397899
9.4,81.8720456242701
9.41,81.872070634469
9.42,81.8720953733621
9.43,81.8721198438924
9.44,81.872144048971
9.45,81.8721679914776
9.46,81.8721916742604
9.47,81.8722151001369
9.48,81.872238271894
9.49,81.8722611922882
9.5,81.8722838640465
9.51,81.8723062898657
9.52,81.8723284724141
9.53,81.8723504143303
9.54,81.8723721182248
9.55,81.8723935866796
9.56,81.8724148222487
9.57,81.8724358274585
9.58,81.8724566048077
9.59,81.8724771567682
9.6,81.8724974857849
9.61,81.8725175942763
9.62,81.8725374846347
9.63,81.8725571592263
9.64,81.8725766203916
9.65,81.8725958704459
9.66,81.8726149116793
9.67,81.8726337463571
9.68,81.8726523767198
9.69,81.872670804984
9.7,81.8726890333418
9.71,81.8727070639619
9.72,81.8727248989893
9.73,81.8727425405457
9.74,81.8727599907298
9.75,81.8727772516177
9.76,81.8727943252628
9.77,81.8728112136962
9.78,81.8728279189271
9.79,81.8728444429429
9.8,81.8728607877093
9.81,81.8728769551708
9.82,81.8728929472507
9.83,81.8729087658517
9.84,81.8729244128554
9.85,81.8729398901235
9.86,81.872955199497
9.87,81.8729703427975
9.88,81.8729853218263
9.89,81.8730001383654
9.9,81.8730147941776
9.91,81.8730292910063
9.92,81.8730436305762
9.93,81.8730578145931
9.94,81.8730718447446
9.95,81.8730857226996
9.96,81.8730994501092
9.97,81.8731130286066
9.98,81.8731264598069
9.99,81.8731397453082
10,81.8731528866909
