Day,Year,Lhat,SE,Lower,Upper
0,0,21.0515368057847,10.4086417248537,0.650973897090459,41.4520997144788
1,0.00273972602739726,21.1175669574111,10.3967343132021,0.740342146703103,41.494791768119
2,0.00547945205479452,21.1835520452053,10.3848478122467,0.829624348272144,41.5374797421385
3,0.00821917808219178,21.2494920731929,10.37298218575,0.918820576847263,41.5801635695385
4,0.010958904109589,21.3153870454354,10.3611373974768,1.00793090750983,41.622843183361
5,0.0136986301369863,21.3812369660309,10.3493134111943,1.09695541537262,41.6655185166891
6,0.0164383561643836,21.4470418391132,10.3375101906725,1.18589417557936,41.708189502647
7,0.0191780821917808,21.5128016688525,10.3257276996838,1.27474726330462,41.7508560744004
8,0.0219178082191781,21.578516459455,10.3139659020039,1.36351475375315,41.7935181651568
9,0.0246575342465753,21.644186215163,10.3022247614112,1.45219672216033,41.8361757081656
10,0.0273972602739726,21.7098109402549,10.2905042416873,1.54079324379113,41.8788286367187
11,0.0301369863013699,21.7753906390453,10.2788043066173,1.62930439394023,41.9214768841504
12,0.0328767123287671,21.8409253158847,10.2671249199894,1.71773024793167,41.9641203838376
13,0.0356164383561644,21.9064149751595,10.2554660455958,1.80607088111838,42.0067590692007
14,0.0383561643835616,21.9718596212925,10.243827647232,1.89432636888224,42.0493928737029
15,0.0410958904109589,22.0372592587424,10.2322096886975,1.98249678663354,42.0920217308512
16,0.0438356164383562,22.1026138920036,10.2206121337959,2.07058220981054,42.1346455741967
17,0.0465753424657534,22.1679235256069,10.2090349463349,2.15858271387963,42.1772643373342
18,0.0493150684931507,22.2331881641189,10.1974780901265,2.24649837433468,42.219877953903
19,0.0520547945205479,22.298407812142,10.1859415289869,2.33432926669681,42.2624863575871
20,0.0547945205479452,22.3635824743147,10.1744252267371,2.42207546651427,42.3050894821152
21,0.0575342465753425,22.4287121553116,10.1629291472027,2.50973704936197,42.3476872612612
22,0.0602739726027397,22.4937968598429,10.1514532542141,2.59731409084122,42.3902796288445
23,0.063013698630137,22.5588365926548,10.1399975116069,2.68480666657951,42.43286651873
24,0.0657534246575342,22.6238313585294,10.1285618832215,2.7722148522301,42.4754478648287
25,0.0684931506849315,22.6887811622848,10.1171463329038,2.85953872347179,42.5180236010977
26,0.0712328767123288,22.7536860087747,10.105750824505,2.94677835600887,42.5605936615404
27,0.073972602739726,22.8185459028888,10.0943753218819,3.03393382557036,42.6031579802072
28,0.0767123287671233,22.8833608495525,10.0830197888969,3.12100520790995,42.6457164911951
29,0.0794520547945206,22.9481308537273,10.0716841894184,3.20799257880585,42.6882691286488
30,0.0821917808219178,23.0128559204101,10.0603684873205,3.29489601406021,42.73081582676
31,0.0849315068493151,23.0775360546337,10.0490726464837,3.38171558949906,42.7733565197684
32,0.0876712328767123,23.1421712614669,10.0377966307946,3.46845138097197,42.8158911419618
33,0.0904109589041096,23.2067615460138,10.0265404041462,3.55510346435153,42.858419627676
34,0.0931506849315069,23.2713069134145,10.0153039304381,3.64167191553332,42.9009419112957
35,0.0958904109589041,23.335807368845,10.0040871735766,3.72815681043578,42.9434579272541
36,0.0986301369863014,23.4002629175164,9.99289009747463,3.81455822499921,42.9859676100336
37,0.101369863013699,23.4646735646761,9.98171266605231,3.9008762351863,43.0284708941659
38,0.104109589041096,23.5290393156068,9.97055484323679,3.98711091698124,43.0709677142323
39,0.106849315068493,23.5933601756268,9.95941659296246,4.07326234638981,43.1134580048639
40,0.10958904109589,23.6576361500903,9.94829787917107,4.15933059943884,43.1559417007418
41,0.112328767123288,23.7218672443869,9.93719866581201,4.24531575217594,43.198418736598
42,0.115068493150685,23.7860534639418,9.92611891684226,4.33121788066928,43.2408890472144
43,0.117808219178082,23.8501948142159,9.91505859622664,4.41703706100742,43.2833525674244
44,0.120547945205479,23.9142913007054,9.90401766793796,4.50277336929859,43.3258092321121
45,0.123287671232877,23.9783429289422,9.89299609595711,4.58842688167094,43.3682589762135
46,0.126027397260274,24.0423497044938,9.88199384427327,4.67399767427171,43.410701734716
47,0.128767123287671,24.1063116329631,9.87101087688398,4.75948582326739,43.4531374426588
48,0.131506849315068,24.1702287199884,9.8600471577953,4.84489140484313,43.4955660351338
49,0.134246575342466,24.2341009712437,9.84910265102202,4.93021449520253,43.5379874472848
50,0.136986301369863,24.2979283924381,9.83817732058775,5.0154551705673,43.5804016143088
51,0.13972602739726,24.3617109893164,9.82727113052501,5.10061350717711,43.6228084714556
52,0.142465753424658,24.4254487676587,9.81638404487553,5.18568958128902,43.6652079540283
53,0.145205479452055,24.4891417332805,9.80551602769015,5.27068346917759,43.7075999973835
54,0.147945205479452,24.5527898920328,9.79466704302934,5.35559524713385,43.7499845369317
55,0.150684931506849,24.6163932498017,9.78383705496281,5.44042499146614,43.7923615081372
56,0.153424657534247,24.6799518125088,9.7730260275702,5.52517277849866,43.8347308465189
57,0.156164383561644,24.743465586111,9.76223392494092,5.60983868457171,43.8770924876503
58,0.158904109589041,24.8069345766005,9.75146071117426,5.6944227860416,43.9194463671594
59,0.161643835616438,24.8703587900047,9.74070635037975,5.77892515927976,43.9617924207296
60,0.164383561643836,24.9337382323863,9.72997080667711,5.863345880673,44.0041305840995
61,0.167123287671233,24.9970729098433,9.71925404419644,5.94768502662298,44.0464607930635
62,0.16986301369863,25.0603628285087,9.70855602707851,6.0319426735456,44.0887829834719
63,0.172602739726027,25.1236079945511,9.69787671947463,6.11611889787141,44.1310970912309
64,0.175342465753425,25.1868084141739,9.68721608554708,6.20021377604457,44.1734030523033
65,0.178082191780822,25.2499640936158,9.67657408946903,6.28422738452307,44.2157008027086
66,0.180821917808219,25.3130750391506,9.66595069542487,6.36815979977802,44.2579902785233
67,0.183561643835616,25.3761412570874,9.65534586761008,6.452011098294,44.3002714158808
68,0.186301369863014,25.43916275377,9.64475957023176,6.53578135656777,44.3425441509723
69,0.189041095890411,25.5021395355777,9.63419176750845,6.61947065110889,44.3848084200466
70,0.191780821917808,25.5650716089247,9.62364242367045,6.70307905843883,44.4270641594105
71,0.194520547945205,25.6279589802601,9.61311150295984,6.78660665509107,44.4693113054291
72,0.197260273972603,25.6908016560681,9.60259896963076,6.87005351761042,44.5115497945258
73,0.2,25.7535996428681,9.59210478794942,6.95341972255303,44.5537795631832
74,0.202739726027397,25.8163529472142,9.58162892219434,7.03670534648596,44.5960005479424
75,0.205479452054795,25.8790615756955,9.57117133665651,7.11991046598669,44.6382126854044
76,0.208219178082192,25.9417255349362,9.5607319956394,7.20303515764325,44.6804159122292
77,0.210958904109589,26.0043448315953,9.55031086345925,7.28607949805352,44.722610165137
78,0.213698630136986,26.0669194723665,9.53990790444512,7.36904356382513,44.764795380908
79,0.216438356164384,26.1294494639788,9.52952308293914,7.45192743157499,44.8069714963826
80,0.219178082191781,26.1919348131957,9.51915636329644,7.53473117792939,44.849138448462
81,0.221917808219178,26.2543755268156,9.50880770988562,7.61745487952294,44.8912961741082
82,0.224657534246575,26.3167716116717,9.49847708708859,7.70009861299916,44.9334446103443
83,0.227397260273973,26.3791230746321,9.48816445930085,7.78266245500951,44.9755836942548
84,0.23013698630137,26.4414299225996,9.47786979093172,7.86514648221323,45.0177133629859
85,0.232876712328767,26.5036921625116,9.46759304640421,7.94755077127752,45.0598335537457
86,0.235616438356164,26.5659098013404,9.45733419015553,8.02987539887627,45.1019442038045
87,0.238356164383562,26.6280828460929,9.4470931866369,8.11212044169085,45.1440452504949
88,0.241095890410959,26.6902113038107,9.43687000031388,8.19428597640902,45.1861366312124
89,0.243835616438356,26.7522951815701,9.42666459566653,8.27637207972485,45.2282182834153
90,0.246575342465753,26.8143344864818,9.41647693718946,8.35837882833846,45.2702901446252
91,0.249315068493151,26.8763292256915,9.40630698939195,8.44030629895588,45.3123521524271
92,0.252054794520548,26.9382794063791,9.39615471679825,8.52215456828834,45.3544042444698
93,0.254794520547945,27.0001850357592,9.38602008394755,8.60392371305241,45.396446358466
94,0.257534246575342,27.0620461210811,9.37590305539428,8.68561380996925,45.4384784321929
95,0.26027397260274,27.1238626696283,9.36580359570815,8.76722493576457,45.480500403492
96,0.263013698630137,27.185634688719,9.35572166947426,8.84875716716849,45.5225122102695
97,0.265753424657534,27.2473621857058,9.34565724129337,8.93021058091488,45.5645137904968
98,0.268493150684932,27.3090451679759,9.33561027578199,9.01158525374113,45.6065050822106
99,0.271232876712329,27.3706836429505,9.32558073757245,9.09288126238805,45.648486023513
100,0.273972602739726,27.4322776180857,9.31556859131321,9.17409868359933,45.6904565525722
101,0.276712328767123,27.4938271008717,9.30557380166874,9.25523759412154,45.7324166076219
102,0.279452054794521,27.5553320988331,9.29559633331998,9.33629807070334,45.7743661269628
