Day,Year,Lhat,SE,Lower,Upper,sigmaPred,loPred,upPred
1965,5.38356164383562,72.84553831175,1.35279016761335,70.194118304588,75.4969583189121,5.31913498415655,62.4202253138962,83.2708513096039
1966,5.38630136986301,72.8468048374779,1.35311631938544,70.194745584589,75.4988640903668,5.3223878432266,62.4151163529999,83.2784933219558
1967,5.38904109589041,72.8480685530876,1.35344194690723,70.1953710819837,75.5007660241915,5.32564269154719,62.4100006831262,83.2861364230491
1968,5.39178082191781,72.8493294648142,1.35376705089625,70.1959948016005,75.5026641280278,5.32889953033482,62.4048783081255,83.2937806215028
1969,5.39452054794521,72.8505875788788,1.35409163206948,70.1966167482555,75.504558409502,5.33215836080674,62.3997492318334,83.3014259259241
1970,5.3972602739726,72.8518429014887,1.35441569114326,70.197236926752,75.5064488762254,5.33541918418094,62.39461345807,83.3090723449074
1971,5.4,72.8530954388375,1.35473922883338,70.1978553418806,75.5083355357945,5.33868200167616,62.3894709906401,83.316719887035
1972,5.4027397260274,72.8543451971051,1.35506224585499,70.1984719984194,75.5102183957909,5.34194681451189,62.3843218333334,83.3243685608769
1973,5.40547945205479,72.8555921824576,1.35538474292269,70.199086901134,75.5120974637811,5.34521362390836,62.3791659899244,83.3320183749908
1974,5.40821917808219,72.8568364010473,1.35570672075046,70.1997000547775,75.5139727473171,5.34848243108653,62.3740034641725,83.3396693379221
1975,5.41095890410959,72.8580778590132,1.35602818005167,70.2003114640905,75.5158442539359,5.35175323726813,62.368834259822,83.3473214582043
1976,5.41369863013699,72.8593165624803,1.35634912153912,70.200921133801,75.5177119911595,5.35502604367563,62.363658380602,83.3549747443585
1977,5.41643835616438,72.8605525175602,1.356669545925,70.2015290686249,75.5195759664955,5.35830085153224,62.3584758302267,83.3626292048937
1978,5.41917808219178,72.861785730351,1.35698945392089,70.2021352732653,75.5214361874366,5.36157766206194,62.3532866123951,83.3702848483068
1979,5.42191780821918,72.863016206937,1.35730884623778,70.2027397524134,75.5232926614607,5.36485647648942,62.3480907307913,83.3779416830828
1980,5.42465753424658,72.8642439533894,1.35762772358606,70.2033425107477,75.5251453960312,5.36813729604017,62.3428881890845,83.3855997176944
1981,5.42739726027397,72.8654689757657,1.35794608667551,70.2039435529346,75.5269943985968,5.37142012194037,62.3376789909288,83.3932589606026
1982,5.43013698630137,72.8666912801098,1.3582639362153,70.2045428836282,75.5288396765914,5.37470495541701,62.3324631399635,83.4009194202561
1983,5.43287671232877,72.8679108724525,1.35858127291402,70.2051405074704,75.5306812374345,5.37799179769778,62.327240639813,83.4085811050919
1984,5.43561643835616,72.869127758811,1.35889809747963,70.2057364290909,75.5325190885311,5.38128065001115,62.3220114940869,83.4162440235352
1985,5.43835616438356,72.8703419451893,1.35921441061949,70.2063306531073,75.5343532372714,5.38457151358634,62.3167757063798,83.4239081839989
1986,5.44109589041096,72.8715534375781,1.35953021304036,70.2069231841249,75.5361836910312,5.3878643896533,62.3115332802717,83.4315735948844
1987,5.44383561643836,72.8727622419545,1.3598455054484,70.2075140267369,75.538010457172,5.39115927944276,62.3062842193278,83.4392402645812
1988,5.44657534246575,72.8739683642827,1.36016028854914,70.2081031855247,75.5398335430406,5.39445618418619,62.3010285270984,83.446908201467
1989,5.44931506849315,72.8751718105135,1.36047456304751,70.2086906650575,75.5416529559694,5.39775510511581,62.2957662071192,83.4545774139077
1990,5.45205479452055,72.8763725865844,1.36078832964783,70.2092764698923,75.5434687032766,5.4010560434646,62.2904972629114,83.4622479102574
1991,5.45479452054794,72.8775706984201,1.36110158905382,70.2098606045744,75.5452807922658,5.40435900046628,62.2852216979813,83.4699196988589
1992,5.45753424657534,72.8787661519317,1.36141434196856,70.2104430736371,75.5470892302264,5.40766397735535,62.2799395158206,83.4775927880428
1993,5.46027397260274,72.8799589530175,1.36172658909455,70.2110238816016,75.5488940244334,5.41097097536704,62.2746507199065,83.4852671861285
1994,5.46301369863014,72.8811491075625,1.36203833113366,70.2116030329775,75.5506951821475,5.41427999573734,62.2693553137017,83.4929429014234
1995,5.46575342465753,72.8823366214388,1.36234956878715,70.2121805322624,75.5524927106153,5.41759103970302,62.264053300654,83.5006199422237
1996,5.46849315068493,72.8835215005054,1.36266030275565,70.2127563839419,75.554286617069,5.42090410850157,62.2587446841971,83.5082983168137
1997,5.47123287671233,72.8847037506084,1.3629705337392,70.2133305924902,75.5560769087265,5.42421920337127,62.2534294677501,83.5159780334666
1998,5.47397260273973,72.8858833775807,1.3632802624372,70.2139031623694,75.5578635927919,5.42753632555113,62.2481076547176,83.5236591004437
1999,5.47671232876712,72.8870603872424,1.36358948954845,70.2144740980301,75.5596466764547,5.43085547628093,62.2427792484897,83.5313415259952
2000,5.47945205479452,72.8882347854008,1.36389821577113,70.215043403911,75.5614261668907,5.43417665680122,62.2374442524422,83.5390253183595
2001,5.48219178082192,72.8894065778502,1.3642064418028,70.2156110844391,75.5632020712612,5.43749986835328,62.2321026699365,83.5467104857639
2002,5.48493150684931,72.8905757703719,1.36451416834038,70.2161771440302,75.5649743967137,5.44082511217917,62.2267545043196,83.5543970364242
2003,5.48767123287671,72.8917423687347,1.36482139608019,70.2167415870878,75.5667431503815,5.44415238952171,62.2213997589244,83.5620849785449
2004,5.49041095890411,72.8929063786943,1.36512812571795,70.2173044180044,75.5685083393841,5.44748170162447,62.2160384370693,83.5697743203192
2005,5.49315068493151,72.8940678059937,1.36543435794871,70.2178656411607,75.5702699708268,5.45081304973179,62.2106705420585,83.577465069929
2006,5.4958904109589,72.8952266563634,1.36574009346693,70.2184252609259,75.572028051801,5.45414643508876,62.2052960771819,83.5851572355449
2007,5.4986301369863,72.8963829355208,1.36604533296644,70.2189832816576,75.5737825893841,5.45748185894125,62.1999150457153,83.5928508253264
2008,5.5013698630137,72.897536649171,1.36635007714045,70.2195397077022,75.5755335906398,5.46081932253587,62.1945274509203,83.6005458474217
2009,5.5041095890411,72.898687803006,1.36665432668154,70.2200945433944,75.5772810626177,5.46415882712,62.1891332960442,83.6082423099678
2010,5.50684931506849,72.8998364027056,1.36695808228166,70.2206477930576,75.5790250123537,5.46750037394179,62.1837325843205,83.6159402210908
2011,5.50958904109589,72.9009824539368,1.36726134463216,70.221199461004,75.5807654468697,5.47084396425014,62.1783253189682,83.6236395889054
2012,5.51232876712329,72.902125962354,1.36756411442372,70.2217495515341,75.5825023731739,5.47418959929474,62.1729115031926,83.6313404215155
2013,5.51506849315069,72.9032669335991,1.36786639234643,70.2222980689374,75.5842357982609,5.47753728032601,62.1674911401847,83.6390427270136
2014,5.51780821917808,72.9044053733015,1.36816817908973,70.2228450174919,75.5859657291112,5.48088700859515,62.1620642331216,83.6467465134815
