Day,Year,Lhat,SE,Lower,Upper
0,0,29.3740170841591,0.850812817760734,27.706454603763,31.0415795645551
1,0.00273972602739726,29.4393526309909,0.84899312847642,27.7753566760551,31.1033485859266
2,0.00547945205479452,29.5046189686982,0.847185965634376,27.844164987847,31.1650729495493
3,0.00821917808219178,29.5698161705933,0.8453912823645,27.9128797043148,31.2267526368719
4,0.010958904109589,29.634944309911,0.843609031561152,27.9815009910185,31.2883876288036
5,0.0136986301369863,29.7000034598084,0.841839165884532,28.0500290138995,31.3499779057174
6,0.0164383561643836,29.7649936933651,0.840081637762097,28.118463939278,31.4115234474523
7,0.0191780821917808,29.8299150835833,0.838336399390045,28.1868059338499,31.4730242333168
8,0.0219178082191781,29.8947677033879,0.836603402734855,28.255055164684,31.5344802420919
9,0.0246575342465753,29.9595516256266,0.834882599534868,28.323211799219,31.5958914520341
10,0.0273972602739726,30.0242669230697,0.833173941301931,28.3912760052606,31.6572578408788
11,0.0301369863013699,30.0889136684107,0.831477379323091,28.4592479509777,31.7185793858437
12,0.0328767123287671,30.153491934266,0.829792864662344,28.5271278048995,31.7798560636326
13,0.0356164383561644,30.2180017931751,0.828120348162435,28.5949157359119,31.8410878504382
14,0.0383561643835616,30.2824433176004,0.826459780446707,28.662611913254,31.9022747219469
15,0.0410958904109589,30.346816579928,0.824811111921015,28.7302165065144,31.9634166533417
16,0.0438356164383562,30.411121652467,0.823174292775671,28.7977296856275,32.0245136193065
17,0.0465753424657534,30.47535860745,0.821549272987464,28.8651516208695,32.0855655940305
18,0.0493150684931507,30.539527517033,0.819936002321707,28.9324824828547,32.1465725512113
19,0.0520547945205479,30.6036284532957,0.818334430334361,28.9997224425312,32.2075344640601
20,0.0547945205479452,30.6676614882413,0.816744506374183,29.066871671177,32.2684513053057
21,0.0575342465753425,30.731626693797,0.815166179584943,29.1339303403954,32.3293230471986
22,0.0602739726027397,30.7955241418134,0.81359939890768,29.200898622111,32.3901496615159
23,0.063013698630137,30.8593539040654,0.812044113083013,29.267776688565,32.4509311195659
24,0.0657534246575342,30.9231160522516,0.810500270653495,29.3345647123108,32.5116673921924
25,0.0684931506849315,30.9868106579947,0.808967819966018,29.4012628662094,32.57235844978
26,0.0712328767123288,31.0504377928416,0.807446709174265,29.4678713234247,32.6330042622586
27,0.073972602739726,31.1139975282634,0.80593688624121,29.5343902574183,32.6936047991085
28,0.0767123287671233,31.1774899356554,0.804438298941659,29.6008198419451,32.7541600293657
29,0.0794520547945206,31.2409150863373,0.802950894864843,29.667160251048,32.8146699216266
30,0.0821917808219178,31.3042730515535,0.801474621417051,29.7334116590532,32.8751344440538
31,0.0849315068493151,31.3675639024725,0.800009425824309,29.7995742405642,32.9355535643807
32,0.0876712328767123,31.4307877101877,0.798555255135107,29.8656481704577,32.9959272499177
33,0.0904109589041096,31.4939445457171,0.797112056223154,29.931633623877,33.0562554675571
34,0.0931506849315069,31.5570344800036,0.795679775790201,29.9975307762279,33.1165381837793
35,0.0958904109589041,31.6200575839147,0.794258360368876,30.0633398031719,33.1767753646575
36,0.0986301369863014,31.6830139282431,0.792847756325582,30.1290608806216,33.2369669758646
37,0.101369863013699,31.7459035837063,0.791447909863426,30.1946941847345,33.2971129826781
38,0.104109589041096,31.8087266209471,0.790058767025183,30.2602398919076,33.3572133499865
39,0.106849315068493,31.8714831105332,0.788680273696313,30.3256981787712,33.4172680422951
40,0.10958904109589,31.9341731229577,0.787312375607999,30.3910692221834,33.4772770237321
41,0.112328767123288,31.9967967286392,0.785955018340228,30.4563531992238,33.5372402580546
42,0.115068493150685,32.0593539979214,0.784608147324919,30.5215502871878,33.5971577086549
43,0.117808219178082,32.1218450010735,0.783271707849063,30.5866606635802,33.6570293385669
44,0.120547945205479,32.1842698082906,0.781945645057922,30.6516845061092,33.7168551104721
45,0.123287671232877,32.2466284896932,0.780629903958242,30.71662199268,33.7766349867063
46,0.126027397260274,32.3089211153274,0.779324429421511,30.781473301389,33.8363689292657
47,0.128767123287671,32.3711477551653,0.778029166187243,30.8462386105166,33.896056899814
48,0.131506849315068,32.4333084791048,0.776744058866295,30.9109180985214,33.9556988596882
49,0.134246575342466,32.4954033569699,0.775469051944211,30.9755119440339,34.015294769906
50,0.136986301369863,32.5574324585105,0.774204089784597,31.0400203258491,34.0748445911719
51,0.13972602739726,32.6193958534025,0.772949116632527,31.1044434229207,34.1343482838843
52,0.142465753424658,32.6812936112482,0.771704076617967,31.1687814143543,34.1938058081422
