source,age_yrs,age_qtrs,FL_cm
tag_recap,1.191683052,4.766732207,57.00
tag_recap,1.193303106,4.773212426,56.00
tag_recap,1.197018307,4.788073228,64.00
tag_recap,1.198341969,4.793367875,53.00
tag_recap,1.200874548,4.803498192,56.00
tag_recap,1.201044604,4.804178417,57.50
tag_recap,1.201824762,4.807299048,52.00
tag_recap,1.202915414,4.811661655,50.40
tag_recap,1.204564488,4.818257953,64.00
tag_recap,1.205381682,4.821526728,55.00
tag_recap,1.205599503,4.822398014,58.20
tag_recap,1.207977211,4.831908845,60.00
tag_recap,1.209224194,4.836896776,58.30
tag_recap,1.209224194,4.836896776,62.00
tag_recap,1.209300873,4.837203491,59.00
tag_recap,1.211078955,4.844315822,59.00
tag_recap,1.21308931,4.852357241,58.00
tag_recap,1.214164359,4.856657435,56.00
tag_recap,1.214743234,4.858972938,55.00
tag_recap,1.21564189,4.862567561,55.30
tag_recap,1.218139841,4.872559365,56.50
tag_recap,1.218325997,4.873303987,58.40
tag_recap,1.218956948,4.875827791,50.00
tag_recap,1.218956948,4.875827791,56.00
tag_recap,1.219298134,4.877192534,56.00
tag_recap,1.220222686,4.880890746,53.00
tag_recap,1.221002844,4.884011377,63.40
tag_recap,1.221065723,4.884262891,60.00
tag_recap,1.224026302,4.896105207,59.00
tag_recap,1.2244364,4.897745599,53.30
tag_recap,1.228402276,4.913609105,55.00
tag_recap,1.228402276,4.913609105,58.00
tag_recap,1.228919545,4.915678179,56.00
tag_recap,1.232634745,4.930538982,60.00
tag_recap,1.232655578,4.930622312,46.30
tag_recap,1.232778942,4.931115769,57.00
tag_recap,1.232920848,4.931683392,54.00
tag_recap,1.233342441,4.933369763,58.00
tag_recap,1.233921317,4.935685266,52.00
tag_recap,1.233921317,4.935685266,53.00
tag_recap,1.234398997,4.937595987,56.00
tag_recap,1.234701474,4.938805898,53.00
tag_recap,1.2384003,4.9536012,62.00
tag_recap,1.240874756,4.963499024,58.40
tag_recap,1.242177585,4.96871034,55.00
tag_recap,1.242177585,4.96871034,61.00
tag_recap,1.242797376,4.971189502,52.50
tag_recap,1.244840632,4.979362529,60.00
tag_recap,1.245888285,4.983553138,55.60
tag_recap,1.248462983,4.993851933,57.00
tag_recap,1.250837353,5.003349412,57.00
tag_recap,1.251139831,5.004559322,62.40
tag_recap,1.251812828,5.00725131,58.00
tag_recap,1.254552554,5.018210215,57.00
tag_recap,1.254914572,5.019658288,59.00
tag_recap,1.255331439,5.021325756,58.80
tag_recap,1.256496006,5.025984023,64.50
tag_recap,1.257436476,5.029745906,60.00
tag_recap,1.262404379,5.049617515,58.00
tag_recap,1.263550617,5.054202468,58.00
tag_recap,1.264804816,5.059219266,56.70
tag_recap,1.265655655,5.062622618,60.00
tag_recap,1.268395381,5.073581522,59.00
tag_recap,1.269030069,5.076120276,59.00
tag_recap,1.270073513,5.080294051,57.00
tag_recap,1.270380791,5.081523165,56.00
tag_recap,1.272314571,5.089258286,50.00
tag_recap,1.273176137,5.092704547,55.00
tag_recap,1.27334137,5.093365481,56.00
tag_recap,1.276167316,5.104669265,55.00
tag_recap,1.276614559,5.106458235,54.00
tag_recap,1.276614559,5.106458235,58.00
tag_recap,1.277178057,5.108712229,50.80
tag_recap,1.278413814,5.113655255,58.50
tag_recap,1.279210088,5.116840351,61.00
tag_recap,1.279988973,5.119955893,59.80
tag_recap,1.280533749,5.122134998,55.00
tag_recap,1.28095765,5.123830598,56.60
tag_recap,1.282311832,5.129247329,61.30
tag_recap,1.282728699,5.130914797,61.30
tag_recap,1.283273475,5.133093902,56.00
tag_recap,1.283714065,5.134856261,53.30
tag_recap,1.285936523,5.143746091,57.00
tag_recap,1.286453791,5.145815165,57.00
tag_recap,1.287715369,5.150861474,59.00
tag_recap,1.288752928,5.15501171,51.00
tag_recap,1.290189825,5.160759298,54.00
tag_recap,1.291415975,5.165663899,59.20
tag_recap,1.291492654,5.165970614,56.00
tag_recap,1.294195289,5.176781157,56.00
tag_recap,1.295648444,5.182593776,58.00
tag_recap,1.295648444,5.182593776,61.50
tag_recap,1.299635153,5.198540611,56.70
tag_recap,1.300454899,5.201819596,65.00
tag_recap,1.301148729,5.204594914,53.50
tag_recap,1.301148729,5.204594914,62.00
tag_recap,1.302026478,5.208105913,50.00
tag_recap,1.302989221,5.211956884,54.40
tag_recap,1.303257504,5.213030015,57.00
tag_recap,1.303257504,5.213030015,58.40
tag_recap,1.303943591,5.215774363,63.00
tag_recap,1.305154193,5.220616773,58.00
tag_recap,1.307854331,5.231417324,57.20
tag_recap,1.310125959,5.240503838,58.90
tag_recap,1.3120868,5.248347201,60.00
tag_recap,1.312107633,5.248430531,58.00
tag_recap,1.314970723,5.259882892,58.00
tag_recap,1.316893255,5.267573021,58.00
tag_recap,1.317587085,5.270348339,56.00
tag_recap,1.31969586,5.278783439,60.40
tag_recap,1.320305978,5.281223913,62.00
tag_recap,1.320592081,5.282368324,54.00
tag_recap,1.322435586,5.289742343,59.00
tag_recap,1.323045704,5.292182817,57.00
tag_recap,1.324719924,5.298879697,56.40
tag_recap,1.326564316,5.306257263,62.00
tag_recap,1.327032413,5.308129653,60.00
tag_recap,1.327032413,5.308129653,62.00
tag_recap,1.327728882,5.310915529,56.70
tag_recap,1.328080065,5.312320261,54.00
tag_recap,1.328525156,5.314100625,59.70
tag_recap,1.331626901,5.326507603,56.00
tag_recap,1.332588544,5.330354176,68.00
tag_recap,1.33576886,5.343075439,55.30
tag_recap,1.336888531,5.347554125,51.00
tag_recap,1.337991317,5.351965269,57.80
tag_recap,1.337991317,5.351965269,59.70
tag_recap,1.338067996,5.352271984,59.00
tag_recap,1.340807722,5.363230888,63.30
tag_recap,1.34155079,5.366203158,55.00
tag_recap,1.342223787,5.368895146,60.00
tag_recap,1.346210495,5.384841981,61.00
tag_recap,1.346250084,5.385000335,53.00
tag_recap,1.346287174,5.385148696,59.00
tag_recap,1.350804983,5.403219931,60.00
tag_recap,1.354506352,5.418025409,52.00
tag_recap,1.355126143,5.420504571,55.00
tag_recap,1.359369838,5.437479352,58.00
tag_recap,1.359369838,5.437479352,64.00
tag_recap,1.361401869,5.445607475,57.00
tag_recap,1.36268844,5.45075376,56.00
tag_recap,1.363345321,5.453381283,60.00
tag_recap,1.364285792,5.457143166,50.80
tag_recap,1.365076656,5.460306625,64.00
tag_recap,1.365905846,5.463623385,58.00
tag_recap,1.366881321,5.467525283,60.00
tag_recap,1.369010928,5.476043713,59.00
tag_recap,1.375100499,5.500401995,60.00
tag_recap,1.37603556,5.504142241,63.00
tag_recap,1.37686475,5.507459001,53.00
tag_recap,1.377167228,5.508668912,58.00
tag_recap,1.377840225,5.511360899,60.00
tag_recap,1.378126327,5.51250531,61.70
tag_recap,1.37861911,5.514476441,61.40
tag_recap,1.379604476,5.518417905,57.00
tag_recap,1.379906954,5.519627816,50.00
tag_recap,1.379925658,5.519702631,57.00
tag_recap,1.380190685,5.520762741,53.00
tag_recap,1.380724148,5.522896591,56.00
tag_recap,1.380941969,5.523767877,53.00
tag_recap,1.386421421,5.545685685,56.50
tag_recap,1.38862069,5.554482759,45.00
tag_recap,1.390742581,5.562970324,61.00
tag_recap,1.391559688,5.56623875,65.00
tag_recap,1.391683052,5.566732207,65.00
tag_recap,1.395525564,5.582102255,59.00
tag_recap,1.395602243,5.58240897,58.40
tag_recap,1.396408189,5.585632754,65.00
tag_recap,1.39826529,5.593061159,57.00
tag_recap,1.399085036,5.596340144,56.00
tag_recap,1.399147915,5.596591659,59.00
tag_recap,1.401522284,5.606089138,57.00
tag_recap,1.402518592,5.610074367,56.00
tag_recap,1.403821421,5.615285683,48.00
tag_recap,1.404262011,5.617048042,60.00
tag_recap,1.405258318,5.621033271,55.00
tag_recap,1.407998044,5.631992175,54.00
tag_recap,1.409741463,5.63896585,60.50
tag_recap,1.411078955,5.644315822,62.10
tag_recap,1.412481189,5.649924754,57.00
tag_recap,1.412783666,5.651134665,56.00
tag_recap,1.413456663,5.653826653,74.00
tag_recap,1.414703646,5.658814584,57.00
tag_recap,1.416196389,5.664785557,60.00
tag_recap,1.417797794,5.671191176,60.00
tag_recap,1.419871177,5.679484707,57.60
tag_recap,1.420259777,5.681039107,52.00
tag_recap,1.420259777,5.681039107,53.00
tag_recap,1.421675841,5.686703365,51.00
tag_recap,1.421696674,5.686786695,54.00
tag_recap,1.423440093,5.693760371,62.40
tag_recap,1.428110392,5.712441568,58.00
tag_recap,1.429895019,5.719580078,59.70
tag_recap,1.429915852,5.719663408,63.00
tag_recap,1.431838471,5.727353886,62.00
tag_recap,1.432634745,5.730538982,57.90
tag_recap,1.432778942,5.731115769,50.00
tag_recap,1.434398997,5.737595987,59.00
tag_recap,1.437138723,5.748554891,61.00
tag_recap,1.437138723,5.748554891,61.50
tag_recap,1.437317923,5.749271694,55.00
tag_recap,1.437724932,5.750899727,63.50
tag_recap,1.4384003,5.7536012,60.00
tag_recap,1.439437859,5.757751436,54.00
tag_recap,1.439878449,5.759513795,56.00
tag_recap,1.440299424,5.761197698,59.00
tag_recap,1.442920653,5.77168261,52.00
tag_recap,1.442983531,5.771934124,59.00
tag_recap,1.443226297,5.772905186,68.10
tag_recap,1.443737846,5.774951385,57.00
tag_recap,1.444880221,5.779520883,53.00
tag_recap,1.445357901,5.781431604,55.00
tag_recap,1.446619478,5.786477913,51.00
tag_recap,1.450837353,5.803349412,65.60
tag_recap,1.450922545,5.803690179,65.00
tag_recap,1.451812828,5.80725131,56.00
tag_recap,1.456619283,5.826477131,46.00
tag_recap,1.456903014,5.827612056,62.00
tag_recap,1.458408795,5.833635178,63.50
tag_recap,1.458539262,5.83415705,53.00
tag_recap,1.458539262,5.83415705,55.00
tag_recap,1.460032006,5.840128023,61.00
tag_recap,1.460176203,5.84070481,55.00
tag_recap,1.464018715,5.856074858,59.00
tag_recap,1.464901339,5.859605357,56.00
tag_recap,1.469498167,5.877992666,55.00
tag_recap,1.469498167,5.877992666,58.00
tag_recap,1.472755161,5.891020645,65.50
tag_recap,1.473176137,5.892704547,52.00
tag_recap,1.474977619,5.899910474,64.80
tag_recap,1.475797365,5.903189459,60.00
tag_recap,1.476614559,5.906458235,55.00
tag_recap,1.476614559,5.906458235,62.20
tag_recap,1.478537091,5.914148364,59.00
tag_recap,1.487429266,5.949717064,52.00
tag_recap,1.488364327,5.95345731,62.00
tag_recap,1.489614493,5.958457972,62.00
tag_recap,1.491415975,5.965663899,58.00
tag_recap,1.492908718,5.971634872,57.00
tag_recap,1.493687603,5.974750413,60.00
tag_recap,1.494941803,5.979767211,58.00
tag_recap,1.494975447,5.979901788,50.00
tag_recap,1.495259178,5.981036714,52.00
tag_recap,1.496895427,5.987581707,53.00
tag_recap,1.505934351,6.023737405,59.00
tag_recap,1.507854331,6.031417324,52.00
tag_recap,1.5083716,6.033486398,57.00
tag_recap,1.516893255,6.067573021,56.00
tag_recap,1.516956134,6.067824535,64.00
tag_recap,1.518813235,6.07525294,59.50
tag_recap,1.520305978,6.081223913,55.00
tag_recap,1.522435586,6.089742343,65.00
tag_recap,1.522503705,6.090014821,61.00
tag_recap,1.523189901,6.092759605,54.00
tag_recap,1.524292687,6.097170748,61.00
tag_recap,1.524332276,6.097329102,59.00
tag_recap,1.525243431,6.100973725,62.00
tag_recap,1.525806263,6.103225051,54.90
tag_recap,1.525806263,6.103225051,57.90
tag_recap,1.527032413,6.108129653,55.90
tag_recap,1.528525156,6.114100625,52.00
tag_recap,1.532511865,6.130047461,56.00
tag_recap,1.532511865,6.130047461,61.80
tag_recap,1.533615343,6.134461371,60.00
tag_recap,1.534004608,6.136018434,50.00
tag_recap,1.53576886,6.143075439,52.00
tag_recap,1.538811063,6.155244254,54.00
tag_recap,1.538929561,6.155718245,46.90
tag_recap,1.54155079,6.166203158,64.00
tag_recap,1.542223787,6.168895146,58.00
tag_recap,1.544085111,6.176340445,60.90
tag_recap,1.546824837,6.187299349,57.10
tag_recap,1.547148739,6.188594958,63.50
tag_recap,1.547703239,6.190812954,64.00
tag_recap,1.54946749,6.19786996,64.00
tag_recap,1.554506352,6.218025409,60.00
tag_recap,1.558120144,6.232480574,66.00
tag_recap,1.559597204,6.238388817,56.00
tag_recap,1.559909125,6.239636502,59.00
tag_recap,1.561401869,6.245607475,57.00
tag_recap,1.56272553,6.250902121,54.00
tag_recap,1.563587096,6.254348382,44.00
tag_recap,1.564141595,6.256566379,56.00
tag_recap,1.564503613,6.258014452,55.00
tag_recap,1.565076656,6.260306625,59.00
tag_recap,1.565388578,6.26155431,61.00
tag_recap,1.565465256,6.261861025,52.00
tag_recap,1.566881321,6.267525283,63.00
tag_recap,1.570328742,6.281314969,55.00
tag_recap,1.572722791,6.290891164,69.00
tag_recap,1.573139658,6.292558632,57.00
tag_recap,1.573647344,6.294589376,56.00
tag_recap,1.578202243,6.312808973,63.00
tag_recap,1.582344202,6.329376809,57.00
tag_recap,1.58264668,6.33058672,52.00
tag_recap,1.586080235,6.344320942,62.00
tag_recap,1.5862036,6.344814399,51.00
tag_recap,1.587920728,6.351682911,52.40
tag_recap,1.588189011,6.352756042,54.00
tag_recap,1.590928737,6.363714946,64.60
tag_recap,1.591900873,6.367603493,59.00
tag_recap,1.597797192,6.391188769,63.00
tag_recap,1.604564488,6.418257953,56.00
tag_recap,1.604695486,6.418781944,60.00
tag_recap,1.607435212,6.429740848,60.00
tag_recap,1.607977211,6.431908845,54.00
tag_recap,1.609224194,6.436896776,60.00
tag_recap,1.609263782,6.437055129,60.00
tag_recap,1.609741463,6.43896585,61.00
tag_recap,1.610106819,6.440427275,57.00
tag_recap,1.610174938,6.440699752,60.00
tag_recap,1.610716937,6.442867749,54.00
tag_recap,1.612481189,6.449924754,62.00
tag_recap,1.612902164,6.451608656,45.00
tag_recap,1.613456663,6.453826653,65.00
tag_recap,1.615220915,6.460883659,55.00
tag_recap,1.615489748,6.461958992,46.00
tag_recap,1.616904085,6.467616339,76.00
tag_recap,1.617443372,6.469773488,65.00
tag_recap,1.618936115,6.475744461,58.20
tag_recap,1.626482296,6.505929185,61.00
tag_recap,1.627517312,6.510069246,53.00
tag_recap,1.628402276,6.513609105,55.00
tag_recap,1.631961748,6.527846994,59.00
tag_recap,1.632920848,6.531683392,59.00
tag_recap,1.632996764,6.531987055,60.00
tag_recap,1.633569807,6.534279228,65.00
tag_recap,1.636146164,6.544584656,60.00
tag_recap,1.638258394,6.553033577,59.00
tag_recap,1.643614482,6.574457928,54.00
tag_recap,1.649073102,6.596292406,66.00
tag_recap,1.65271141,6.61084564,62.30
tag_recap,1.656316805,6.62526722,58.00
tag_recap,1.656316805,6.62526722,60.50
tag_recap,1.656682161,6.626728645,62.00
tag_recap,1.659325364,6.637301457,61.00
tag_recap,1.659490007,6.637960026,61.00
tag_recap,1.660032006,6.640128023,58.00
tag_recap,1.662161613,6.648646453,56.00
tag_recap,1.664058303,6.656233212,58.80
tag_recap,1.664838461,6.659353843,60.00
tag_recap,1.666290343,6.665161372,65.90
tag_recap,1.66745491,6.669819639,58.00
tag_recap,1.669030069,6.676120276,61.30
tag_recap,1.671011742,6.684046969,57.20
tag_recap,1.671889492,6.687557968,76.00
tag_recap,1.673188637,6.692754547,62.00
tag_recap,1.676470362,6.705881447,69.00
tag_recap,1.677717345,6.710869379,68.30
tag_recap,1.678537091,6.714148364,59.00
tag_recap,1.685468425,6.741873701,59.50
tag_recap,1.68704,6.748160001,60.00
tag_recap,1.688364327,6.75345731,64.00
tag_recap,1.69053101,6.762124041,67.00
tag_recap,1.691315682,6.765262726,60.00
tag_recap,1.693052915,6.772211659,63.00
tag_recap,1.69384378,6.775375118,58.00
tag_recap,1.696010462,6.784041849,58.00
tag_recap,1.702374879,6.809499516,63.00
tag_recap,1.702374879,6.809499516,64.00
tag_recap,1.7085508,6.834203201,60.00
tag_recap,1.709367907,6.837471627,56.70
tag_recap,1.710125959,6.840503838,60.90
tag_recap,1.717566252,6.870265009,64.00
tag_recap,1.723066537,6.892266147,60.00
tag_recap,1.7303746,6.921498398,57.60
tag_recap,1.730591885,6.922367542,65.00
tag_recap,1.733462609,6.933850437,65.00
tag_recap,1.736037693,6.944150772,66.00
tag_recap,1.736441289,6.945765155,72.00
tag_recap,1.736765167,6.947060668,64.00
tag_recap,1.738067996,6.952271984,60.00
tag_recap,1.747989341,6.991957365,60.00
tag_recap,1.750442965,7.001771858,64.00
tag_recap,1.753326887,7.01330755,63.00
tag_recap,1.753468793,7.013875173,45.00
tag_recap,1.760728872,7.042915487,66.00
tag_recap,1.76085987,7.043439478,61.00
tag_recap,1.761401869,7.045607475,53.00
tag_recap,1.775100499,7.100401995,61.00
tag_recap,1.781358836,7.125435345,60.10
tag_recap,1.795213643,7.18085457,66.00
tag_recap,1.797916889,7.191667557,63.00
tag_recap,1.798304878,7.193219513,66.00
tag_recap,1.808684907,7.234739626,60.80
tag_recap,1.817131451,7.268525803,66.00
tag_recap,1.821696674,7.286786695,56.00
tag_recap,1.824026302,7.296105207,54.70
tag_recap,1.824087552,7.296350209,58.40
tag_recap,1.830039216,7.320156865,69.50
tag_recap,1.830312674,7.321250696,64.00
tag_recap,1.832778942,7.331115769,58.00
tag_recap,1.834484189,7.337936754,57.00
tag_recap,1.836309533,7.345238132,62.70
tag_recap,1.840311924,7.361247698,71.00
tag_recap,1.842177585,7.36871034,61.00
tag_recap,1.847112261,7.388449043,62.00
tag_recap,1.851139831,7.404559322,62.00
tag_recap,1.85375628,7.415025118,57.40
tag_recap,1.854838656,7.419354625,58.00
tag_recap,1.856153958,7.424615834,61.00
tag_recap,1.856964264,7.427857058,65.00
tag_recap,1.857654298,7.430617192,63.00
tag_recap,1.859703991,7.438815962,60.00
tag_recap,1.859703991,7.438815962,65.00
tag_recap,1.860394024,7.441576096,57.00
tag_recap,1.863479427,7.453917709,52.00
tag_recap,1.863479427,7.453917709,52.00
tag_recap,1.863706793,7.454827173,66.00
tag_recap,1.870662895,7.482651578,58.00
tag_recap,1.870662895,7.482651578,66.70
tag_recap,1.871011742,7.484046969,61.50
tag_recap,1.877368944,7.509475777,56.00
tag_recap,1.878599969,7.514399878,64.00
tag_recap,1.879572106,7.518288425,66.50
tag_recap,1.880457071,7.521828283,61.00
tag_recap,1.884079421,7.536317686,59.00
tag_recap,1.887450098,7.549800394,61.00
tag_recap,1.895792641,7.583170564,60.00
tag_recap,1.899323232,7.597292926,78.70
tag_recap,1.905191284,7.620765135,55.00
tag_recap,1.916893255,7.667573021,60.00
tag_recap,1.932551454,7.730205814,59.20
tag_recap,1.93529118,7.741164718,49.00
tag_recap,1.937679396,7.750717584,64.00
tag_recap,1.938687786,7.754751146,58.00
tag_recap,1.938942061,7.755768246,76.00
tag_recap,1.943158848,7.772635392,65.00
tag_recap,1.966902153,7.867608613,57.00
tag_recap,1.969293032,7.877172126,66.00
tag_recap,1.973647344,7.894589376,66.00
tag_recap,1.974772484,7.899089935,70.00
tag_recap,1.975244696,7.900978783,56.00
tag_recap,1.983340509,7.933362038,61.00
tag_recap,1.999147915,7.996591659,61.20
tag_recap,2.000693095,8.002772378,65.00
tag_recap,2.001619358,8.006477432,70.00
tag_recap,2.007649196,8.030596784,69.00
tag_recap,2.010174938,8.040699752,62.00
tag_recap,2.017131451,8.068525803,61.30
tag_recap,2.022610903,8.090443611,72.00
tag_recap,2.043265634,8.173062537,63.00
tag_recap,2.075915863,8.303663451,66.00
tag_recap,2.096972106,8.387888423,73.00
tag_recap,2.103549689,8.414198757,60.00
tag_recap,2.106969366,8.427877466,56.00
tag_recap,2.107386233,8.429544934,65.00
tag_recap,2.113851052,8.455404206,64.00
tag_recap,2.128525156,8.514100625,59.50
tag_recap,2.143122369,8.572489475,62.00
tag_recap,2.156877515,8.627510061,66.00
tag_recap,2.161401869,8.645607475,59.00
tag_recap,2.17086803,8.683472118,72.00
tag_recap,2.173647344,8.694589376,60.00
tag_recap,2.182991662,8.731966647,65.00
tag_recap,2.185083928,8.740335713,64.00
tag_recap,2.191149589,8.764598357,65.00
tag_recap,2.195525564,8.782102255,56.00
tag_recap,2.202169744,8.808678976,66.00
tag_recap,2.204262011,8.817048042,55.50
tag_recap,2.20490947,8.81963788,66.00
tag_recap,2.20601637,8.824065482,71.10
tag_recap,2.217443372,8.869773488,66.00
tag_recap,2.226545175,8.9061807,60.90
tag_recap,2.246015443,8.984061771,61.50
tag_recap,2.252591713,9.010366852,61.00
tag_recap,2.253879557,9.015518227,69.00
tag_recap,2.256989234,9.027956936,59.00
tag_recap,2.265511458,9.062045831,59.00
tag_recap,2.265511458,9.062045831,59.50
tag_recap,2.266798029,9.067192116,70.40
tag_recap,2.273120517,9.09248207,67.20
tag_recap,2.3083716,9.233486398,58.20
tag_recap,2.314030252,9.256121009,51.00
tag_recap,2.317566252,9.270265009,68.50
tag_recap,2.322435586,9.289742343,61.00
tag_recap,2.327983157,9.311932629,66.40
tag_recap,2.336202335,9.344809341,69.00
tag_recap,2.341681787,9.36672715,64.00
tag_recap,2.368167892,9.472671568,60.00
tag_recap,2.383681695,9.534726781,67.70
tag_recap,2.409741463,9.63896585,61.00
tag_recap,2.489495995,9.95798398,71.00
tag_recap,2.515761588,10.06304635,58.40
tag_recap,2.547847435,10.19138974,63.00
tag_recap,2.608121408,10.43248563,70.00
tag_recap,2.635518668,10.54207467,65.00
tag_recap,2.668272016,10.67308807,62.00
tag_recap,2.674977619,10.69991047,62.60
tag_recap,2.703325623,10.81330249,66.30
tag_recap,2.733029134,10.93211654,71.00
tag_recap,2.766553306,11.06621322,64.20
tag_recap,2.914498511,11.65799404,67.00
tag_recap,2.934004608,11.73601843,71.00
tag_recap,2.9745585,11.898234,70.00
tag_recap,3.125112433,12.50044973,71.00
tag_recap,3.181903612,12.72761445,60.00
tag_recap,3.281621799,13.12648719,76.00
tag_recap,3.378202243,13.51280897,66.00
tag_recap,3.96381358,15.85525432,73.60
tag_recap,0.646619478,2.586477913,46.50
tag_recap,1.802169744,7.208678976,61.00
tag_recap,0.664956959,2.659827835,47.00
tag_recap,0.704766204,2.819064818,48.00
tag_recap,0.726493126,2.905972503,49.00
tag_recap,0.726493126,2.905972503,48.00
tag_recap,0.749646691,2.998586762,48.00
tag_recap,0.726493126,2.905972503,49.00
tag_recap,0.774427502,3.097710007,49.00
tag_recap,0.774427502,3.097710007,47.50
tag_recap,0.861318577,3.445274308,55.00
tag_recap,0.934004608,3.736018434,52.00
tag_recap,0.895792641,3.583170564,53.00
tag_recap,1.149832846,4.599331385,57.20
tag_recap,1.114459173,4.457836693,59.00
tag_recap,0.555743977,2.222975909,42.00
tag_recap,0.832655578,3.330622312,55.80
tag_recap,0.615317988,2.461271952,42.00
tag_recap,0.898532367,3.594129468,52.00
tag_recap,0.65209893,2.608395721,53.00
tag_recap,0.864058303,3.456233212,53.00
tag_recap,0.710245656,2.840982626,48.00
tag_recap,0.731972578,2.927890311,48.00
tag_recap,0.835395304,3.341581216,49.30
tag_recap,0.835395304,3.341581216,53.00
tag_recap,0.779906954,3.119627816,50.00
tag_recap,0.866798029,3.467192116,56.00
tag_recap,0.93948406,3.757936242,52.00
tag_recap,0.982344202,3.929376809,59.90
tag_recap,0.982344202,3.929376809,52.00
tag_recap,1.3486383,5.3945532,60.00
tag_recap,0.637407556,2.549630224,49.00
tag_recap,0.637407556,2.549630224,50.00
tag_recap,0.712985382,2.85194153,48.30
tag_recap,0.809300873,3.237203491,53.00
tag_recap,0.83813503,3.35254012,53.00
tag_recap,0.623537166,2.494148665,41.00
tag_recap,0.985083928,3.940335713,58.00
tag_recap,0.675915863,2.703663451,50.80
tag_recap,0.695259178,2.781036714,50.00
tag_recap,0.715725109,2.862900434,50.00
tag_recap,0.73745203,2.94980812,48.10
tag_recap,0.785386406,3.141545624,52.00
tag_recap,0.785386406,3.141545624,65.00
tag_recap,0.872277481,3.489109924,54.60
tag_recap,1.354117752,5.416471009,57.00
tag_recap,0.812040599,3.248162395,48.00
tag_recap,1.093270736,4.373082945,58.00
tag_recap,0.566702881,2.266811526,45.00
tag_recap,0.660318108,2.641272433,52.00
tag_recap,0.843614482,3.374457928,51.00
tag_recap,0.909491271,3.637965084,50.90
tag_recap,0.909491271,3.637965084,54.00
tag_recap,0.947703239,3.790812954,60.90
tag_recap,1.096010462,4.384041849,56.00
tag_recap,1.636521161,6.546084644,59.00
tag_recap,0.70073863,2.802954522,55.00
tag_recap,0.766085047,3.064340187,47.00
tag_recap,0.790865858,3.163463432,53.00
